Nome;Nazione;Citta;Indirizzo;Latitudine;Longitudine;Fascia_di_prezzo;Delivery;Online;Tipo_di_cucina
Pades Restaurant;Germany;Rietberg;GrA 1 4ne StraAYe 15 Verden Aller 27283 Germany;529.169.388;92.299.413;1000;No;No;Country cooking International
Die Achkarrer Krone;Germany;Rees am Rhein;SchlossbergstraAYe 15 Vogtsburg im Kaiserstuhl 79235 Germany;480.683.036;76.254.105;100;No;No;Regional Cuisine Traditional Cuisine
BECKER S Weinhaus;Germany;Verden Aller;Olewiger StraAYe 206 Trier 54295 Germany;497.421.208;66.678.823;1000;No;No;Classic Cuisine International
La Maison Eric;Germany;Vogtsburg im Kaiserstuhl;Im BrA 1 4hl 7 Sulzburg 79295 Germany;478.406.013;77.060.857;1000;No;No;Classic Cuisine
Nannina;Germany;Trier;GaishA mmerstraAYe 14 Stuttgart 70186 Germany;487.783.415;92.083.252;1000;No;No;Italian
Hugenhof;Germany;Sulzburg;Am Neuenberg 14 Simonswald 79263 Germany;480.970.997;80.663.323;1000;No;No;International
GenieAYer Wirtshaus;Germany;Stuttgart;HAPvel 15 Simmerath 52152 Germany;506.157.353;63.803.964;1000;No;No;Country cooking
mundart Restaurant;Germany;Simonswald;Weedengasse 8 Saulheim 55291 Germany;498.758.822;81.504.159;1000;No;No;Classic Cuisine Mediterranean Cuisine
Hofgut Ruppertsberg;Germany;Simmerath;Obergasse 2 Ruppertsberg 67152 Germany;49.401.599;81.914.336;1000;No;No;Country cooking French
Zum Hirschen Gasthaus beim StAPckeler;Germany;Saulheim;KirchstraAYe 1 Scheidegg 88175 Germany;47.581.608;9.849.408;1000;No;No;Country cooking Seasonal Cuisine
BallebA uschen;Germany;Ruppertsberg;Hasseler StraAYe 10 Reichshof 51580 Germany;509.693.252;77.306.981;100;No;No;Classic French
Kirschner Stuben;Germany;Scheidegg;SeestraAYe 23 Rottach-Egern 83700 Germany;476.945.415;117.673.353;1000;No;No;Country cooking Regional European
Juliette;Germany;Reichshof;JA gerstraAYe 39 Potsdam 14467 Germany;524.023.765;130.555.473;1000;No;No;Classic French
MINNECI;Germany;Rottach-Egern;Zirkelschmiedsgasse 28 Nuremberg 90402 Germany;494.481.396;110.709.709;1000;No;No;Italian Mediterranean Cuisine
Acetaia;Germany;Potsdam;Nymphenburger StraAYe 215 Munich 80639 Germany;481.580.543;115.271.034;1000;No;No;Italian
Historisches Gasthaus Sanct Peter Restaurant Weinkirche;Germany;Nuremberg;Walporzheimer StraAYe 134 Bad Neuenahr-Ahrweiler 53474 Germany;505.306.759;70.780.227;1000;No;No;International Classic Cuisine
Spielweg;Germany;Munich;Spielweg 61 MA 1 4nstertal 79244 Germany;478.775.192;78.375.246;1000;No;No;Asian Influences Regional Cuisine
Weinhaus Neuner;Germany;Bad Neuenahr-Ahrweiler;HerzogspitalstraAYe 8 Munich 80331 Germany;481.377.386;115.684.504;1000;No;No;Traditional Cuisine Farm to table
Huber;Germany;MA 1 4nstertal;NewtonstraAYe 13 Munich 81679 Germany;481.496.737;116.100.156;1000;No;No;Contemporary
IU ON;Germany;Munich;RoritzerstraAYe 10 Nuremberg 90419 Germany;49.460.352;110.703.224;100;No;No;Thai
Schloss Niederweis;Germany;Munich;HauptstraAYe 9 Niederweis 54668 Germany;498.702.187;64.649.596;1000;No;No;Classic Cuisine
Christians Restaurant;Germany;Nuremberg;NeckarstraAYe 40 NeckargemA 1 4nd 69151 Germany;493.950.904;87.983.587;1000;No;No;Contemporary Mediterranean Cuisine
HerR;Germany;Niederweis;Herrngasse 20 Rothenburg ob der Tauber 91541 Germany;49.376.904;10.176.474;1000;No;No;International Seasonal Cuisine
Turmstube;Germany;NeckargemA 1 4nd;Hofenstetten 55 Neunburg vorm Wald 92431 Germany;493.383.982;122.619.678;1000;No;No;Country cooking International
Steinheuers Landgasthof Poststuben;Germany;Rothenburg ob der Tauber;Landskroner StraAYe 110 Bad Neuenahr-Ahrweiler 53474 Germany;505.509.501;71.640.392;1000;No;No;Country cooking Classic Cuisine
Brasserie Colette Tim Raue;Germany;Neunburg vorm Wald;KlenzestraAYe 72 Munich 80469 Germany;48.126.953;115.699.476;1000;No;No;French Classic Cuisine
Ontra s Gourmetstube;Germany;Bad Neuenahr-Ahrweiler;Franz-Mayer-StraAYe 5a Regensburg 93053 Germany;490.016.893;121.025.791;1000;No;No;Modern Cuisine Creative
ESSENCE;Germany;Munich;Gottfried-Keller-StraAYe 35 Munich 81245 Germany;481.506.242;114.637.439;1000;No;No;Classic Cuisine Contemporary
Alemannenhof;Germany;Regensburg;Bruderhalde 21 Hinterzarten 79856 Germany;478.927.154;81.391.193;1000;No;No;Seasonal Cuisine Mediterranean Cuisine
Johanna Berger;Germany;Munich;Doktor-Julius-Leber-StraAYe 69 LA 1 4beck 23552 Germany;53.867.271;106.921.439;1000;No;No;International Mediterranean Cuisine
Gasthaus Spieker;Germany;Hinterzarten;Detmolder StraAYe 86 HAPvelhof 33161 Germany;518.500.725;8.623.596;1000;No;No;Country cooking Mediterranean Cuisine
Helbigs Gasthaus;Germany;LA 1 4beck;HauptstraAYe 2 Johannesberg 63867 Germany;500.292.927;91.377.749;1000;No;No;Farm to table
Bayerischer Hof;Germany;HAPvelhof;RAPhrenbacherstraAYe 1 Heiligenberg 88633 Germany;478.213.203;93.128.894;100;No;No;Country cooking Home Cooking
Stilbruch;Germany;Johannesberg;ScheffelstraAYe 58 Karlsruhe 76135 Germany;490.067.811;83.817.194;1000;No;No;Contemporary
Schupps;Germany;Heiligenberg;BahnhofstraAYe 30 Deisenhofen 82041 Germany;480.193.883;115.868.062;1000;No;No;Seasonal Cuisine
VINOTHEK by Geisel;Germany;Karlsruhe;SchA 1 4tzenstraAYe 11 Munich 80335 Germany;481.398.631;115.621.221;1000;No;No;International
Bogenhauser Hof;Germany;Deisenhofen;Ismaninger StraAYe 85 Munich 81675 Germany;481.465.757;116.035.232;1000;No;No;Contemporary Farm to table
Limbourg;Germany;Munich;Limburger StraAYe 35 Cologne 50668 Germany;509.403.037;69.381.622;1000;No;No;French Contemporary International
Magnifico da Umberto;Germany;Munich;Im Zukunftspark 10 Heilbronn 74076 Germany;491.545.428;92.083.169;1000;No;No;Italian
Tischlein Deck Dich by Lilly;Germany;Cologne;BismarckstraAYe 1 Siebeldingen 76833 Germany;492.103.881;80.540.468;1000;No;No;Seasonal Cuisine Modern Cuisine
mAPbius - das restaurant;Germany;Heilbronn;KurfA 1 4rstenstraAYe 22 Schwetzingen 68723 Germany;493.854.144;85.818.304;1000;No;No;Modern Cuisine Seasonal Cuisine
Tante Fichte;Germany;Siebeldingen;FichtestraAYe 31 Berlin 10967 Germany;524.908.347;134.132.767;1000;No;No;Modern Cuisine Regional Cuisine
Jacobs Restaurant;Germany;Schwetzingen;Elbchaussee 401 Hamburg 22609 Germany;535.504.952;98.441.853;1000;No;No;Classic Cuisine Modern Cuisine
1804 Hirschau;Germany;Berlin;GyAYlingstraAYe 15 Munich 80805 Germany;48.161.743;11.602.656;1000;No;No;Modern Cuisine Seasonal Cuisine
20Adeg RESTOBAR;Germany;Hamburg;Mutter-Ey-Platz 3 NeubrA 1 4ckstraAYe DA 1 4sseldorf 40213 Germany;512.282.122;67.750.735;1000;No;No;Spanish Contemporary
Oechsle;Germany;Munich;BundesstraAYe 15 Hamburg 20146 Germany;535.650.805;99.803.278;1000;No;No;Classic Cuisine Mediterranean Cuisine
Schwane 1404;Germany;DA 1 4sseldorf;HauptstraAYe 12 Volkach 97332 Germany;4.986.498;102.267.197;1000;No;No;Country cooking Farm to table
Roku - Japanese Dining Wine;Germany;Hamburg;SchwerinstraAYe 34 DA 1 4sseldorf 40477 Germany;512.400.579;67.781.527;1000;No;No;Japanese Contemporary
KOSTBAR;Germany;Volkach;Ravensburger StraAYe 56 Weingarten 88250 Germany;477.978.485;9.627.574;1000;No;No;Modern Cuisine Mediterranean Cuisine
Adler Stuben;Germany;DA 1 4sseldorf;Adlerplatz 3 Hinterzarten 79856 Germany;479.026.631;81.076.601;1000;No;No;Regional European Country cooking
Ristorante Engel;Germany;Weingarten;WeinbergstraAYe 2 Wittnau 79299 Germany;479.403.052;78.174.627;1000;No;No;Italian
Inspektorenhaus;Germany;Hinterzarten;AltstA dtischer Markt 9 Brandenburg City 14770 Germany;524.137.637;125.538.665;1000;No;No;Seasonal Cuisine International
Diekmann;Germany;Wittnau;MeinekestraAYe 7 Berlin 10719 Germany;525.012.397;13.328.717;1000;No;No;French German
Sorriso;Germany;Brandenburg City;Oppenheimer Landstr 49 Frankfurt on the Main 60596 Germany;500.995.166;86.803.418;1000;No;No;Contemporary Mediterranean Cuisine
Portun Restaurant;Germany;Berlin;LeopoldstraAYe 150 Munich 80805 Germany;481.696.865;115.864.118;1000;No;No;Contemporary Fusion
INDIA CLUB;Germany;Frankfurt on the Main;BehrenstraAYe 72 Berlin 10117 Germany;525.149.399;133.798.063;1000;No;No;Indian
Park-Restaurant Vogelherd;Germany;Munich;Lindauer StraAYe 78 Zerbst 39264 Germany;51.995.772;12.086.178;1000;No;No;Farm to table
MANUELIS;Germany;Berlin;KolpingstraAYe 2 Miesbach 83714 Germany;477.904.388;118.338.934;1000;No;No;Creative Regional Cuisine
Kevin Gideon;Germany;Zerbst;Donnerschweer StraAYe 325 Oldenburg 26123 Germany;531.573.733;82.466.241;1000;No;No;Modern Cuisine Creative
sansaro;Germany;Miesbach;Amalienpassage 89 Munich 80799 Germany;481.518.557;115.779.699;1000;No;No;Japanese
nagare;Germany;Oldenburg;Feuerbacher-Tal-StraAYe 34 Stuttgart 70469 Germany;488.062.161;91.561.029;1000;No;No;Japanese Creative
Zur Schwane;Germany;Munich;Bei der Martinskirche 10 Metzingen 72555 Germany;485.362.892;9.285.834;1000;No;No;Farm to table Country cooking
Pizarro Fine Dining;Germany;Stuttgart;Frankfurter StraAYe 13 GroAY-Gerau 64521 Germany;499.216.742;84.818.778;1000;No;No;Peruvian International
AIMY;Germany;Metzingen;Brienner StraAYe 10 Munich 80333 Germany;481.434.321;115.752.212;1000;No;No;Thai
Landhotel Donner;Germany;GroAY-Gerau;Zur Alten Schmiede 4 Meschede 59872 Germany;513.044.294;83.030.167;1000;No;No;Country cooking International
Oma Wilma HeimatkA 1 4che;Germany;Munich;Gurtstig 32 Keitum 25980 Germany;548.943.638;83.691.116;1000;No;No;Traditional Cuisine Modern Cuisine
Bernhardhof;Germany;Meschede;Andechser StraAYe 32 Andechs 82346 Germany;479.716.236;111.847.489;1000;No;No;Contemporary Regional Cuisine
Restaurant Max es;Germany;Keitum;Walsroder StraAYe 39 Langenhagen 30851 Germany;524.316.826;97.317.676;1000;No;No;Farm to table Modern Cuisine
Salt Silver am Meer;Germany;Andechs;Zum BAPhler Strand Sankt Peter-Ording 25826 Germany;542.692.515;86.505.304;1000;No;No;Grills Mediterranean Cuisine
von Euch;Germany;Langenhagen;KuhstraAYe 21 Meppen 49716 Germany;526.892.629;72.913.239;1000;No;No;International
Atelier Tian;Germany;Sankt Peter-Ording;VeitsburgstraAYe 2 Ravensburg 88212 Germany;477.782.279;96.162.588;1000;No;No;International Modern Cuisine
Momo Ramen;Germany;Meppen;MargaretenstraAYe 58 Hamburg 20357 Germany;53.566.273;99.633.915;100;No;No;Ramen
Gasthaus zum Adler;Germany;Ravensburg;WeinstraAYe 47 KlingenmA 1 4nster 76889 Germany;491.401.591;80.182.277;1000;No;No;Seasonal Cuisine Farm to table
LAPwengrube;Germany;Hamburg;KonviktstraAYe 12 Freiburg im Breisgau 79098 Germany;479.940.801;78.545.331;1000;No;No;International Farm to table
Lindenhof 1887;Germany;KlingenmA 1 4nster;FriedrichstraAYe 39 Lunden 25774 Germany;543.298.094;90.240.219;1000;No;No;Country cooking Farm to table
Il TeatroA2;Germany;Freiburg im Breisgau;EttlingerstraAYe 2c Karlsruhe 76137 Germany;490.041.057;84.026.047;1000;No;No;Italian Classic Cuisine
Meilenstein;Germany;Lunden;KAPnigstraAYe 5 LA 1 4beck 23552 Germany;538.707.261;10.689.658;1000;No;No;Contemporary
bellasLOKAL;Germany;Karlsruhe;LangstraAYe 15 Bad Soden am Taunus 65812 Germany;501.576.971;84.708.219;1000;No;No;Creative Farm to table
Krone;Germany;LA 1 4beck;Brunnenweg 40 Bempflingen 72658 Germany;485.766.029;92.725.229;1000;No;No;Classic French Seasonal Cuisine
Forellenhof;Germany;Bad Soden am Taunus;SchliffkopfstraAYe 64 Baiersbronn 72270 Germany;485.244.129;82.559.237;100;No;No;Country cooking Farm to table
Zauberberg;Germany;Bempflingen;Hedwigstr 14 Munich 80636 Germany;481.531.028;115.408.064;1000;No;No;Creative Modern Cuisine
Madame Ngo - Une Brasserie Hanoi;Germany;Baiersbronn;KantstraAYe 30 Berlin 10623 Germany;525.062.238;1.331.818;1000;No;No;South East Asian Vietnamese
Danza;Germany;Munich;Stuttgarter StraAYe 33 Ludwigsburg 71638 Germany;488.926.466;91.955.656;1000;No;No;Modern Cuisine International
Stubersheimer Hof;Germany;Berlin;BrA unisheimer StraAYe 1 Amtstetten 73340 Germany;485.949.476;99.176.569;1000;No;No;Classic Cuisine Country cooking
BRIKZ;Germany;Ludwigsburg;GrolmanstraAYe 53 Berlin 10623 Germany;525.074.862;133.213.321;1000;No;No;Farm to table Modern Cuisine
Johanniter-Kreuz;Germany;Amtstetten;Johanniterweg 11 Aoeberlingen 88662 Germany;477.797.116;91.870.066;1000;No;No;Classic Cuisine Country cooking
959;Germany;Berlin;Friedrich-Ebert-Anlage 2 Heidelberg 69117 Germany;494.070.942;86.948.087;1000;No;No;Contemporary Classic Cuisine
Dae Mon;Germany;Aoeberlingen;Monbijouplatz 11 Berlin 10178 Germany;525.230.337;133.994.235;1000;No;No;Fusion Asian Influences
Scarpati;Germany;Heidelberg;ScheffelstraAYe 41 Wuppertal 42327 Germany;512.389.479;70.854.661;1000;No;No;Italian
Freilinger Wirt;Germany;Berlin;HofmarkstraAYe 5 Mitterskirchen 84335 Germany;483.489.847;127.329.689;100;No;No;Farm to table Regional Cuisine
KA 1 4ppersmA 1 4hle Restaurant;Germany;Wuppertal;Philosophenweg 49 Duisburg 47051 Germany;514.409.975;67.736.277;1000;No;No;Modern Cuisine International
Broeding;Germany;Mitterskirchen;SchulstraAYe 9 Munich 80636 Germany;48.151.496;115.344.111;1000;No;No;Classic Cuisine
Landhaus MAPnchenwerth;Germany;Duisburg;NiederlAPricker StraAYe 56 Meerbusch 40667 Germany;512.564.389;67.202.129;1000;No;No;Classic Cuisine International
Zur Waage M E B;Germany;Munich;Neue StraAYe 1 Leer 26789 Germany;532.263.202;74.508.648;1000;No;No;Regional Cuisine Farm to table
Berchtesgadener Esszimmer;Germany;Meerbusch;Nonntal 7 Berchtesgaden 83471 Germany;476.358.238;130.048.551;1000;No;No;Country cooking Farm to table
Le comptoir 17;Germany;Leer;LameystraAYe 17 Mannheim 68165 Germany;49.486.836;84.789.656;1000;No;No;French Farm to table
GrA finthaler Hof;Germany;Berchtesgaden;GrA finthal 6 Mandelbachtal 66399 Germany;491.603.417;71.198.745;1000;No;No;Farm to table
Weinstube Baldreit;Germany;Mannheim;KA 1 4ferstraAYe 3 Baden-Baden 76530 Germany;487.625.203;82.397.638;1000;No;No;Traditional Cuisine Home Cooking
Ebanat;Germany;Mandelbachtal;Ebenunger StraAYe 23 Sinzheim 76547 Germany;487.460.797;81.806.533;1000;No;No;Seasonal Cuisine International
Goldene Sonne;Germany;Baden-Baden;Vorstadt 2 Neuenstein 74632 Germany;492.053.959;95.828.192;1000;No;No;Contemporary Seasonal Cuisine
FLYGGE;Germany;Sinzheim;DA 1 4sternbrooker Weg 46 Kiel 24103 Germany;543.331.731;101.508.578;1000;No;No;Regional Cuisine Modern Cuisine
Kurpfalz Weinstuben;Germany;Neuenstein;Wilmersdorfer StraAYe 93 Berlin 10629 Germany;525.009.112;133.080.932;1000;No;No;Regional Cuisine
Landgang;Germany;Kiel;An der FA hre 3 Koblenz 56072 Germany;503.582.869;75.599.647;1000;No;No;French Mediterranean Cuisine
Franziska;Germany;Berlin;Hainer Weg 72 Frankfurt on the Main 60599 Germany;500.973.481;86.937.021;1000;No;No;Modern Cuisine Seasonal Cuisine
Krone;Germany;Koblenz;RondellstraAYe 20 HAPchst im Odenwald 64739 Germany;498.108.278;89.810.734;1000;No;No;Classic Cuisine Seasonal Cuisine
GenieAYer Stube - Daniel Raub;Germany;Frankfurt on the Main;WeghausstraAYe 20 Friedland 37133 Germany;514.189.041;99.186.842;1000;No;No;Classic Cuisine
Drexlers;Germany;HAPchst im Odenwald;RosastraAYe 9 Freiburg im Breisgau 79098 Germany;479.980.793;78.463.693;1000;No;No;Farm to table Seasonal Cuisine
Rittersturz;Germany;Friedland;Veldenzer Hammer 1a Veldenz 54472 Germany;498.857.659;70.291.963;1000;No;No;Classic Cuisine
Steinbuck Stube;Germany;Freiburg im Breisgau;TalstraAYe 2 Vogtsburg im Kaiserstuhl 79235 Germany;481.047.845;76.282.282;1000;No;No;Classic Cuisine Farm to table
Uwe Uli - Zuhause bei uns;Germany;Veldenz;Marktplatz 21 Usingen im Taunus 61250 Germany;503.358.603;85.334.016;1000;No;No;International Classic Cuisine
Seehalde;Germany;Vogtsburg im Kaiserstuhl;Birnau-Maurach 1 Uhldingen-MA 1 4hlhofen 88690 Germany;477.412.714;92.228.172;1000;No;No;Seasonal Cuisine Regional Cuisine
Zur Tanne;Germany;Usingen im Taunus;Alter Weg 4 Tunau 79677 Germany;477.853.266;79.223.701;1000;No;No;Country cooking
Meister Lampe;Germany;Uhldingen-MA 1 4hlhofen;SolitudestraAYe 261 Stuttgart 70499 Germany;488.163.322;91.142.101;1000;No;No;Classic Cuisine Country cooking
La Bouche et El Pato;Germany;Tunau;BuschstraAYe 9 Schwerin 19053 Germany;53.628.613;11.413.325;100;No;No;International Mediterranean Cuisine
KugelmA 1 4hle;Germany;Stuttgart;Georg-SchA fer-StraAYe 30 Schweinfurt 97421 Germany;500.393.239;102.166.961;1000;No;No;Classic French Farm to table
Die Alte Brauerei;Germany;Schwerin;KaiserstraAYe 101 Sankt Ingbert 66386 Germany;492.812.104;71.185.216;1000;No;No;French European Contemporary
Krietsch;Germany;Schweinfurt;MA 1 4nstergasse 2 SchwA bisch GmA 1 4nd 73525 Germany;487.982.076;97.967.534;1000;No;No;Farm to table Country cooking
Gourmetfabrik;Germany;Sankt Ingbert;WerderstraAYe 74B Schwerin 19055 Germany;536.306.297;114.223.103;1000;No;No;International
Heldmann Herzhaft;Germany;SchwA bisch GmA 1 4nd;BrA 1 4derstraAYe 56 Remscheid 42853 Germany;511.803.094;71.815.479;1000;No;No;Classic Cuisine Country cooking
Adler;Germany;Schwerin;HohnerstraAYe 3 Ratshausen 72365 Germany;481.939.626;87.965.146;1000;No;No;Farm to table Classic Cuisine
Kraftwerk;Germany;Remscheid;ZimmersmA 1 4hlenweg 2 Oberursel 61440 Germany;50.194.255;85.920.853;1000;No;No;Contemporary International
Villa Medici;Germany;Ratshausen;Prozessionsweg 402 MA 1 4nster 48155 Germany;519.684.648;76.777.191;1000;No;No;Mediterranean Cuisine
Gastraum;Germany;Oberursel;BernhardstraAYe 14 Trier 54295 Germany;497.450.068;66.418.236;1000;No;No;Modern Cuisine
Brunnenstuben;Germany;MA 1 4nster;QuellenstraAYe 14 Waiblingen 71334 Germany;488.192.344;93.497.605;1000;No;No;Country cooking Farm to table
FA ssle le Restaurant;Germany;Trier;LAPwenstraAYe 51 Stuttgart 70597 Germany;487.476.434;91.706.567;100;No;No;Classic French Farm to table
Ambiente;Germany;Waiblingen;BallrechterstraAYe 8 Staufen im Breisgau 79219 Germany;478.721.187;77.139.569;1000;No;No;Farm to table
Dorfstube;Germany;Stuttgart;Im Dorf 12 SonnenbA 1 4hl 72820 Germany;483.505.257;91.943.389;1000;No;No;Swabian Farm to table
Zum Hirsch;Germany;Staufen im Breisgau;HauptstraAYe 23 Remchingen 75196 Germany;489.463.759;85.747.277;1000;No;No;Country cooking Farm to table
Gasthof zum Maurerwirt;Germany;SonnenbA 1 4hl;Scheyerer StraAYe 3 Reichertshausen 85293 Germany;484.601.268;114.484.275;1000;No;No;Classic Cuisine
Hermannshof;Germany;Remchingen;FelkestraAYe 100 Bad Sobernheim 55566 Germany;497.773.178;76.585.776;1000;No;No;Mediterranean Cuisine Country cooking
Der Engel;Germany;Reichertshausen;TalstraAYe 14 Sasbachwalden 77887 Germany;486.197.585;81.231.943;1000;No;No;Country cooking
Kings and Queens;Germany;Bad Sobernheim;Bauerngasse 101 Schweinfurt 97421 Germany;500.471.334;102.314.188;1000;No;No;International Farm to table
Weinstube am BrA 1 4hl;Germany;Sasbachwalden;BillungstraAYe 11 Quedlinburg 06484 Germany;517.842.276;11.137.494;1000;No;No;International Farm to table
Berghotel Schlossanger Alp;Germany;Schweinfurt;Am Schlossanger 1 Pfronten 87459 Germany;475.701.162;105.862.904;1000;No;No;Country cooking Contemporary
FA hrhA 1 4tte 14;Germany;Quedlinburg;WeiAYachdamm 50 Rottach-Egern 83700 Germany;476.958.438;117.398.383;1000;No;No;International Farm to table
Gastwirtschaft Ferdinand Reuter;Germany;Pfronten;BleichstraAYe 3 Rheda-WiedenbrA 1 4ck 33378 Germany;518.540.576;82.910.084;1000;No;No;Farm to table
Hoppe s;Germany;Rottach-Egern;WeiherstraAYe 15 Pforzheim 75173 Germany;488.886.167;86.971.441;1000;No;No;French
Weingut;Germany;Rheda-WiedenbrA 1 4ck;TheresienstraAYe 28 Passau 94032 Germany;485.734.125;134.618.329;1000;No;No;International Seasonal Cuisine
Ondersch Genusswirtschaft;Germany;Pforzheim;LudwigstraAYe 7 Oberstdorf 87561 Germany;474.057.896;102.789.481;1000;No;No;Modern Cuisine Farm to table
AlpenkAPnig - Esslust;Germany;Passau;Kalzhofer StraAYe 25 Oberstaufen 87534 Germany;4.755.773;1.002.608;1000;No;No;Regional Cuisine Seasonal Cuisine
LAPwen Genuss Wirtschaft;Germany;Oberstdorf;KirchstraAYe 1 Oberstdorf 87561 Germany;474.084.453;10.278.386;1000;No;No;Country cooking Bavarian
WA 1 4rzhaus;Germany;Oberstaufen;Kirchenweg 3a Nuremberg 90419 Germany;494.623.209;110.699.166;1000;No;No;Modern Cuisine Seasonal Cuisine
Zum RAPssl;Germany;Oberstdorf;Heidelberger StraAYe 15 NeckargemA 1 4nd 69151 Germany;493.730.653;87.702.096;1000;No;No;Country cooking Traditional Cuisine
Il Borgo;Germany;Nuremberg;GeorgenstraAYe 144 Munich 80797 Germany;481.575.717;115.608.352;1000;No;No;Italian
Villa Hammerschmiede;Germany;NeckargemA 1 4nd;HauptstraAYe 162 Pfinztal 76327 Germany;489.704.756;85.488.317;1000;No;No;Classic Cuisine Country cooking
Stephans Stuben by Marco Langer;Germany;Munich;BahnhofstraAYe 65 Neu-Ulm 89231 Germany;483.969.664;100.088.519;1000;No;No;Creative Farm to table
Little London;Germany;Pfinztal;Tal 31 Munich 80331 Germany;481.356.681;115.808.989;1000;No;No;Grills Meats and Grills
Chalet am Kiental;Germany;Neu-Ulm;AndechsstraAYe 4 Herrsching am Ammersee 82211 Germany;479.978.785;11.178.146;1000;No;No;Seasonal Cuisine Modern Cuisine
Galleria;Germany;Munich;SparkassenstraAYe 11 Munich 80331 Germany;481.373.693;115.781.018;1000;No;No;Italian Mediterranean Cuisine
Johannas;Germany;Herrsching am Ammersee;HeiglhofstraAYe 18 Munich 81377 Germany;481.127.257;114.779.971;1000;No;No;Seasonal Cuisine Farm to table
Hippocampus;Germany;Munich;MA 1 4hlbaurstraAYe 5 Munich 81677 Germany;481.405.039;116.081.178;1000;No;No;Italian
Blauer Bock;Germany;Munich;Sebastiansplatz 9 Munich 80331 Germany;481.343.618;115.739.034;1000;No;No;Classic Cuisine
SA ngerheim - Das Restaurant;Germany;Munich;TeichstraAYe 9 Hennef 53773 Germany;50.805.487;7.315.749;1000;No;No;Farm to table
fine wine dine;Germany;Munich;RheinbrA 1 4ckstraAYe 27 Bad SA ckingen 79713 Germany;475.518.522;79.493.534;1000;No;No;Farm to table Seasonal Cuisine
HirschkAPnig;Germany;Hennef;MarktstraAYe 1a Parsberg 92331 Germany;491.600.111;11.718.611;1000;No;No;Seasonal Cuisine
HAPfli;Germany;Bad SA ckingen;HauptstraAYe 56 Staufen im Breisgau 79219 Germany;478.817.338;77.312.063;1000;No;No;Farm to table
von Rhemen;Germany;Parsberg;Steinfurter StraAYe 374 MA 1 4nster 48159 Germany;51.987.784;75.851.685;1000;No;No;Classic French
Jin;Germany;Staufen im Breisgau;KanalstraAYe 14 Munich 80538 Germany;481.359.299;115.841.857;1000;No;No;Asian Chinese
Pungshaus;Germany;MA 1 4nster;GrA 1 4nstraAYe 22 Hilden 40723 Germany;511.659.842;69.503.522;1000;No;No;Farm to table Classic French
AUVIGU;Germany;Munich;WenkenstraAYe 21 Bad Salzuflen 32105 Germany;52.084.932;8.747.979;1000;No;No;Creative Modern Cuisine
Matsuhisa Munich;Germany;Hilden;NeuturmstraAYe 1 Munich 80331 Germany;481.373.365;11.580.929;1000;No;No;Japanese Contemporary Peruvian
KIKU Restaurant by Jan Fribus;Germany;Bad Salzuflen;PAPlle 8 Quedlinburg 06484 Germany;517.887.691;111.429.829;1000;No;No;Modern Cuisine Asian
IL Sommelier;Germany;Munich;KreillerstraAYe 194 Munich 81825 Germany;481.225.923;116.609.953;1000;No;No;Italian
Kulinarium;Germany;Quedlinburg;Friedrichsplatz 4 RAPthenbach an der Pegnitz 90552 Germany;494.818.921;112.375.911;1000;No;No;Seasonal Cuisine Creative
Knipsers HalbstA 1 4ck - Brasserie;Germany;Munich;Hollergasse 2 Bissersheim 67281 Germany;495.364.084;82.013.192;1000;No;No;Classic Cuisine Farm to table
Schreiberei;Germany;RAPthenbach an der Pegnitz;DienerstraAYe 20 Munich 80331 Germany;481.377.709;11.577.008;1000;No;No;International
Waldhorn;Germany;Bissersheim;KrehlstraAYe 111 Stuttgart 70565 Germany;487.185.034;91.022.375;1000;No;No;Contemporary Regional European
Joseph s Fine Dining;Germany;Munich;BismarckstraAYe 23 Bad Sachsa 37441 Germany;51.600.267;105.450.555;1000;No;No;Creative Seasonal Cuisine
Lou im Cavalierhaus;Germany;Stuttgart;Zum Kavalierhaus 9 Cottbus 03042 Germany;517.414.615;1.436.975;1000;No;No;Modern Cuisine Seasonal Cuisine
Chicha;Germany;Bad Sachsa;FriedelstraAYe 34 Berlin 12047 Germany;524.932.823;134.278.887;1000;No;No;Peruvian
Konrad s;Germany;Cottbus;Platz der Vereinten Nationen 4 Bonn 53113 Germany;507.195.382;71.221.448;1000;No;No;Contemporary Mediterranean Cuisine
mural farmhouse - AEUR LA CARTE;Germany;Berlin;Gmunder StraAYe 27 Munich 81379 Germany;480.973.132;115.284.664;1000;No;No;Regional Cuisine
Marie;Germany;Bonn;Wedekindplatz 1 Hanover 30161 Germany;523.855.784;97.493.772;1000;No;No;French Creative
Beetle;Germany;Munich;SchumannstraAYe 9 Munich 80538 Germany;48.141.707;116.029.205;1000;No;No;Seasonal Cuisine Regional Cuisine
Alte Schule;Germany;Hanover;Goetheplatz 1 Bad Berleburg 57319 Germany;510.503.386;83.893.006;100;No;No;Classic Cuisine International
Clinton s;Germany;Munich;Neuer HAPnower Weg 7 Hoppegarten 15366 Germany;525.095.869;13.650.439;1000;No;No;Farm to table International
Kuhlemann;Germany;Bad Berleburg;Freyung 39 Neustadt an der Waldnaab 92660 Germany;4.973.223;1.217.514;1000;No;No;Creative
Belvedere;Germany;Hoppegarten;DelbrA 1 4ckstraAYe 10 Heringsdorf 17419 Germany;53.953.949;141.699.806;1000;No;No;Modern Cuisine Regional Cuisine
